ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5943,A,Ship,4,5,$252,3,medium,F,4,5017,TRUE
5944,B,Ship,5,5,$158,2,low,M,8,4743,TRUE
5945,C,Ship,2,5,$286,6,medium,F,5,5490,TRUE
5946,F,Ship,3,5,$164,3,high,M,10,4639,FALSE
5947,D,Ship,4,3,$170,6,medium,M,6,4998,TRUE
5948,F,Ship,4,1,$269,2,medium,F,8,4930,TRUE
5949,A,Ship,4,2,$238,2,low,F,2,4002,TRUE
5950,B,Ship,4,3,$198,7,medium,F,1,5315,TRUE
5951,C,Ship,4,4,$184,8,low,M,7,5235,FALSE
5952,F,Ship,5,2,$265,3,low,M,10,4347,FALSE
5953,D,Ship,3,2,$204,10,medium,F,10,4534,TRUE
5954,F,Ship,5,1,$233,7,medium,F,5,5759,FALSE
5955,A,Ship,4,5,$134,3,low,F,8,5694,TRUE
5956,B,Ship,3,4,$153,3,medium,F,9,5474,TRUE
5957,C,Ship,2,5,$241,3,medium,F,3,4253,FALSE
5958,F,Ship,4,5,$187,3,low,M,7,5022,FALSE
5959,D,Ship,3,3,$148,3,low,F,8,5622,TRUE
5960,F,Ship,3,4,$133,8,medium,F,10,5439,FALSE
5961,A,Ship,6,1,$250,4,low,M,10,1623,FALSE
5962,B,Ship,6,1,$249,4,medium,M,2,1326,FALSE
5963,C,Ship,5,2,$259,5,low,M,8,1678,TRUE
5964,F,Ship,6,4,$266,4,low,M,5,1639,FALSE
5965,D,Ship,6,5,$244,4,medium,F,6,1185,TRUE
5966,F,Ship,4,5,$239,6,low,M,2,1879,TRUE
5967,A,Ship,4,5,$270,5,low,F,1,1187,FALSE
5968,B,Ship,6,3,$270,4,low,F,7,1079,TRUE
5969,C,Ship,6,2,$257,4,medium,M,1,1513,TRUE
5970,F,Ship,4,3,$243,5,medium,F,3,1634,FALSE
5971,D,Ship,4,5,$271,4,low,M,6,5078,TRUE
5972,F,Ship,6,3,$202,4,medium,F,6,4249,TRUE
5973,A,Ship,3,3,$265,3,medium,F,3,5986,FALSE
5974,B,Ship,4,1,$220,3,medium,M,1,5159,FALSE
5975,C,Ship,4,3,$274,2,low,M,1,4762,TRUE
5976,F,Ship,4,1,$212,2,medium,M,4,4969,TRUE
5977,D,Ship,4,2,$244,3,high,F,3,4103,TRUE
5978,F,Ship,4,2,$252,3,medium,F,4,5782,TRUE
5979,A,Ship,5,1,$158,2,low,M,4,5736,FALSE
5980,B,Ship,2,5,$286,6,medium,F,3,4497,FALSE
5981,C,Ship,3,3,$164,3,high,M,8,5170,TRUE
5982,F,Ship,4,2,$170,6,medium,M,10,4891,TRUE
5983,D,Ship,4,3,$269,2,medium,M,2,4158,TRUE
5984,F,Ship,4,3,$238,2,low,M,7,5808,FALSE
5985,A,Ship,4,5,$198,7,medium,M,9,4249,FALSE
5986,B,Ship,4,3,$184,8,low,M,4,4686,TRUE
5987,C,Ship,5,2,$265,3,low,M,8,5447,FALSE
5988,F,Ship,3,1,$204,10,medium,M,5,5375,TRUE
5989,D,Ship,5,2,$233,7,medium,F,8,5519,FALSE
5990,F,Ship,4,2,$134,3,low,F,9,4214,FALSE
5991,A,Ship,3,2,$153,3,medium,M,6,4056,TRUE
5992,B,Ship,2,1,$241,3,medium,F,5,5697,FALSE
5993,C,Ship,4,4,$187,3,low,F,8,4893,TRUE
5994,F,Ship,3,4,$148,3,low,F,8,5267,FALSE
5995,D,Ship,3,5,$133,8,medium,F,8,5002,FALSE
5996,F,Ship,6,1,$250,4,low,M,4,1018,TRUE
5997,A,Ship,6,5,$249,4,medium,M,3,1710,FALSE
5998,B,Ship,5,3,$259,5,low,M,2,1730,TRUE
5999,C,Ship,6,2,$266,4,low,F,9,1220,TRUE
6000,F,Ship,6,3,$244,4,medium,M,5,1108,FALSE
6001,D,Ship,4,5,$239,6,low,M,4,1451,TRUE
6002,F,Road,4,3,$270,5,low,F,3,1786,FALSE
6003,A,Road,6,4,$282,4,low,M,6,1580,TRUE
6004,B,Road,6,5,$295,4,medium,M,2,1981,TRUE
6005,C,Road,6,1,$255,4,low,M,5,1253,FALSE
6006,F,Road,6,4,$292,4,low,M,3,1826,FALSE
6007,D,Road,6,3,$244,4,low,F,1,1317,FALSE
6008,F,Road,6,1,$306,4,low,M,1,1210,TRUE
6009,A,Road,6,1,$258,4,low,M,3,1506,TRUE
6010,B,Road,4,2,$265,6,low,M,8,1391,FALSE
6011,C,Road,5,1,$227,5,low,M,7,1620,FALSE
6012,F,Road,7,1,$276,4,low,F,8,1560,FALSE
6013,D,Road,6,4,$244,4,medium,M,7,1795,TRUE
6014,F,Road,4,3,$217,6,medium,F,6,1552,TRUE
6015,A,Road,2,3,$211,3,low,F,8,1172,TRUE
6016,B,Road,4,2,$227,5,low,M,7,1354,FALSE
6017,C,Road,5,3,$249,4,medium,M,1,1014,FALSE
6018,F,Road,6,3,$269,4,low,M,3,1006,TRUE
6019,D,Road,6,5,$278,4,medium,F,6,1140,TRUE
6020,F,Road,6,5,$282,4,medium,M,3,1385,TRUE
6021,A,Road,6,4,$300,4,medium,F,7,1607,TRUE
6022,B,Road,5,5,$259,5,low,F,9,1624,TRUE
6023,C,Road,6,1,$295,4,medium,F,6,1611,TRUE
6024,F,Flight,5,5,$238,5,low,M,2,1657,TRUE
6025,D,Flight,5,3,$270,5,medium,F,7,1303,FALSE
6026,F,Flight,5,3,$267,5,low,M,6,1119,FALSE
6027,A,Flight,4,1,$270,5,medium,M,9,1280,FALSE
6028,B,Flight,4,1,$245,5,medium,F,8,1923,TRUE
6029,C,Flight,6,4,$262,4,low,F,10,1068,FALSE
6030,F,Flight,4,2,$245,5,low,M,8,1122,FALSE
6031,D,Flight,6,2,$268,4,low,M,7,1943,TRUE
6032,F,Flight,5,1,$262,5,low,M,1,1488,FALSE
6033,A,Flight,6,3,$283,5,medium,M,10,1483,TRUE
6034,B,Flight,5,3,$260,5,medium,M,8,1001,TRUE
6035,C,Flight,7,5,$258,4,low,F,4,1677,FALSE
6036,F,Flight,5,2,$130,4,medium,F,1,1877,TRUE
6037,D,Flight,6,3,$262,5,low,M,9,1053,TRUE
6038,F,Flight,6,2,$293,4,low,F,4,1764,FALSE
6039,A,Flight,7,1,$255,5,medium,M,10,1238,FALSE
6040,B,Flight,6,1,$242,5,low,F,5,1555,TRUE
6041,C,Flight,6,3,$264,4,medium,F,6,1622,FALSE
6042,F,Flight,6,4,$253,4,low,F,7,1485,TRUE
6043,D,Flight,5,5,$271,5,low,F,4,1667,TRUE
6044,F,Flight,6,2,$250,4,medium,F,3,1777,FALSE
6045,A,Flight,4,3,$266,5,high,F,5,1590,TRUE
6046,B,Ship,6,2,$286,4,low,F,4,1594,TRUE
6047,C,Ship,5,2,$275,5,low,M,9,1373,TRUE
6048,F,Ship,6,3,$295,5,low,M,4,1392,TRUE
6049,D,Ship,5,1,$269,6,medium,F,8,1341,TRUE
6050,F,Ship,4,1,$239,5,low,F,1,1780,FALSE
6051,A,Ship,6,4,$271,4,medium,M,8,1867,TRUE
6052,B,Ship,6,5,$165,6,low,F,6,1529,FALSE
6053,C,Ship,7,2,$302,5,medium,M,5,1614,TRUE
6054,F,Ship,6,2,$293,6,low,F,10,1919,FALSE
6055,D,Ship,4,4,$202,3,low,F,3,5524,FALSE
6056,F,Ship,2,3,$185,3,medium,F,7,4246,TRUE
6057,A,Ship,4,4,$210,2,medium,M,8,5942,TRUE
6058,B,Ship,3,5,$186,2,medium,M,8,5924,TRUE
6059,C,Ship,3,4,$163,3,low,M,7,5913,TRUE
6060,F,Ship,3,4,$168,3,low,M,5,5964,TRUE
6061,D,Ship,4,3,$199,3,low,M,8,4391,FALSE
6062,F,Ship,3,5,$271,2,medium,M,7,4958,TRUE
6063,A,Ship,3,4,$164,3,low,F,4,4796,TRUE
6064,B,Ship,4,1,$231,2,medium,M,3,4696,TRUE
6065,C,Ship,3,1,$196,2,low,M,10,4141,FALSE
6066,F,Ship,4,2,$218,3,low,F,2,4949,TRUE
6067,D,Ship,5,1,$267,4,low,M,5,4440,FALSE
6068,F,Ship,4,4,$163,3,low,F,5,4440,TRUE
6069,A,Ship,4,1,$224,4,medium,F,5,4887,TRUE
6070,B,Ship,3,4,$156,2,medium,F,10,5107,FALSE
6071,C,Ship,5,5,$175,6,low,F,2,4883,FALSE
6072,F,Ship,3,4,$257,5,medium,F,5,5365,TRUE
6073,D,Ship,4,4,$259,3,low,M,3,4509,TRUE
6074,F,Ship,3,3,$112,4,low,F,7,5716,FALSE
6075,A,Ship,4,3,$145,4,medium,M,2,5735,TRUE
6076,B,Ship,3,1,$230,3,medium,M,3,4957,TRUE
6077,C,Ship,3,4,$188,4,low,F,6,5016,TRUE
6078,F,Ship,3,2,$132,4,medium,F,3,4512,TRUE
6079,D,Ship,4,1,$239,4,high,M,2,5502,TRUE
6080,F,Ship,2,5,$167,3,medium,M,8,4605,TRUE
6081,A,Ship,3,1,$133,3,medium,M,7,4004,FALSE
6082,B,Ship,4,2,$270,2,high,F,9,5080,FALSE
6083,C,Ship,4,3,$229,2,medium,M,7,5364,FALSE
6084,F,Ship,5,1,$261,4,high,F,6,4852,TRUE
6085,D,Ship,2,1,$192,3,low,F,9,4774,TRUE
6086,F,Ship,4,5,$217,3,low,F,6,4848,FALSE
6087,A,Ship,4,3,$246,2,low,M,6,4908,TRUE
6088,B,Ship,5,5,$208,2,medium,M,8,5321,TRUE
6089,C,Ship,5,1,$148,3,low,F,5,5790,TRUE
6090,F,Ship,4,1,$132,6,high,M,8,4902,FALSE
6091,D,Ship,4,2,$249,3,low,F,6,5051,FALSE
6092,F,Ship,3,3,$225,4,low,F,9,5468,FALSE
6093,A,Ship,5,1,$279,4,medium,F,3,4607,TRUE
6094,B,Ship,4,2,$183,2,low,F,8,4921,TRUE
6095,C,Ship,4,4,$215,2,high,F,6,5238,TRUE
6096,F,Ship,6,4,$195,5,high,F,10,4225,TRUE
6097,D,Ship,4,2,$156,2,medium,M,5,4467,FALSE
6098,F,Ship,3,5,$160,3,low,F,8,4106,TRUE
6099,A,Ship,5,5,$153,5,medium,M,10,5297,TRUE
6100,B,Ship,3,4,$215,3,high,F,5,4670,FALSE
6101,C,Ship,4,3,$163,3,low,F,7,4556,TRUE
6102,F,Ship,4,2,$195,3,medium,M,8,5198,TRUE
6103,D,Ship,4,3,$170,2,low,M,3,4587,FALSE
6104,F,Ship,3,3,$133,3,low,M,5,5937,TRUE
6105,A,Ship,5,2,$171,6,medium,F,5,5981,FALSE
6106,B,Ship,3,5,$186,3,medium,M,7,4764,TRUE
6107,C,Ship,4,2,$246,3,high,M,5,5960,TRUE
6108,F,Ship,3,3,$170,3,low,F,7,5427,FALSE
6109,D,Ship,2,5,$189,2,low,M,9,5245,TRUE
6110,F,Ship,4,5,$216,2,low,F,8,5767,FALSE
6111,A,Ship,4,2,$264,3,low,M,10,5137,FALSE
6112,B,Ship,5,4,$268,3,low,F,3,5320,FALSE
6113,C,Ship,4,1,$225,2,medium,F,10,4577,FALSE
6114,F,Ship,4,2,$252,2,high,F,4,5233,FALSE
6115,D,Ship,3,2,$204,3,low,F,8,4586,FALSE
6116,F,Ship,5,1,$193,2,medium,F,1,4450,TRUE
6117,A,Ship,5,3,$220,3,low,F,9,5324,TRUE
6118,B,Ship,6,4,$271,3,low,F,7,5192,FALSE
6119,C,Ship,2,2,$227,4,medium,M,6,4104,FALSE
6120,F,Ship,4,1,$206,5,medium,F,7,5941,FALSE
6121,D,Ship,4,2,$142,3,medium,F,3,4644,TRUE
6122,F,Ship,5,5,$236,2,medium,M,2,5210,TRUE
6123,A,Ship,5,4,$275,2,medium,M,10,5395,FALSE
6124,B,Ship,3,5,$144,2,medium,M,2,4629,FALSE
6125,C,Ship,4,5,$194,3,medium,M,3,5168,FALSE
6126,F,Ship,3,2,$260,3,low,M,9,4591,FALSE
6127,D,Ship,3,4,$240,3,medium,M,8,4410,TRUE
6128,F,Ship,3,2,$136,3,high,F,2,5739,TRUE
6129,A,Ship,3,3,$132,2,medium,M,1,4687,TRUE
6130,B,Ship,4,2,$266,3,medium,M,7,5121,TRUE
6131,C,Ship,4,1,$263,3,high,M,5,4782,TRUE
6132,F,Ship,5,5,$270,3,low,F,9,5807,FALSE
6133,D,Ship,3,3,$208,5,low,F,10,4258,TRUE
6134,F,Ship,5,5,$206,3,low,M,1,5520,TRUE
6135,A,Ship,3,3,$159,3,low,M,3,5230,FALSE
6136,B,Ship,4,3,$162,3,low,M,4,5913,FALSE
6137,C,Ship,3,2,$177,2,medium,M,4,4417,TRUE
6138,F,Ship,3,3,$168,4,low,F,4,4096,FALSE
6139,D,Road,3,1,$267,4,medium,F,4,4914,FALSE
6140,F,Road,4,5,$222,3,medium,F,7,5844,TRUE
6141,A,Road,3,2,$234,3,low,F,10,4781,TRUE
6142,B,Road,3,1,$133,3,low,F,9,5724,TRUE
6143,C,Road,4,4,$207,3,low,F,10,4533,TRUE
6144,F,Road,4,3,$243,4,low,F,9,4811,TRUE
6145,D,Road,5,5,$161,3,low,F,1,4470,FALSE
6146,F,Road,3,5,$193,3,medium,F,6,5302,TRUE
6147,A,Road,4,5,$234,4,medium,M,9,5769,TRUE
6148,B,Road,2,1,$185,6,medium,F,7,4138,FALSE
6149,C,Road,4,5,$242,2,medium,F,5,4806,TRUE
6150,F,Road,4,5,$252,2,high,F,6,4147,FALSE
6151,D,Road,4,3,$179,3,low,F,3,5495,FALSE
6152,F,Road,4,3,$158,3,high,F,5,5602,TRUE
6153,A,Road,3,1,$226,3,low,F,8,4002,TRUE
6154,B,Road,5,4,$269,2,medium,F,2,5962,TRUE
6155,C,Road,3,5,$148,3,low,F,7,5685,TRUE
6156,F,Road,4,5,$159,2,low,F,3,5704,TRUE
6157,D,Road,3,4,$273,4,medium,M,4,5361,TRUE
6158,F,Road,3,4,$233,3,medium,M,5,5306,TRUE
6159,A,Road,4,5,$182,3,medium,F,2,4473,TRUE
6160,B,Road,3,4,$153,2,medium,M,5,4023,FALSE
6161,C,Flight,4,5,$210,2,medium,M,5,5683,TRUE
6162,F,Flight,4,1,$241,3,medium,M,6,4558,TRUE
6163,D,Flight,3,2,$220,3,low,M,8,5032,FALSE
6164,F,Flight,5,4,$211,3,medium,F,7,4856,TRUE
6165,A,Flight,3,5,$151,3,low,F,1,4088,TRUE
6166,B,Flight,5,5,$267,3,medium,M,9,4775,FALSE
6167,C,Flight,4,3,$250,2,medium,M,4,4808,FALSE
6168,F,Flight,4,3,$181,3,low,F,5,5398,FALSE
6169,D,Flight,5,2,$197,4,high,M,4,4339,FALSE
6170,F,Flight,3,4,$172,2,medium,F,5,4647,TRUE
6171,A,Flight,4,1,$219,3,low,M,3,5223,FALSE
6172,B,Flight,5,5,$189,3,low,M,7,5717,TRUE
6173,C,Flight,5,1,$225,3,low,M,8,4539,TRUE
6174,F,Flight,5,3,$269,5,low,F,8,5833,FALSE
6175,D,Flight,5,4,$157,3,medium,F,7,4199,FALSE
6176,F,Flight,3,5,$189,3,low,M,5,5422,TRUE
6177,A,Flight,3,1,$226,2,medium,F,6,4946,FALSE
6178,B,Flight,2,1,$220,2,medium,F,6,4382,FALSE
6179,C,Flight,6,3,$275,6,low,M,4,4875,TRUE
6180,F,Flight,3,4,$171,3,medium,F,5,4310,FALSE
6181,D,Flight,4,3,$235,3,low,F,4,5289,FALSE
6182,F,Flight,3,4,$201,3,high,M,7,4887,FALSE
6183,A,Ship,5,5,$269,3,low,F,5,5673,FALSE
6184,B,Ship,5,3,$182,2,low,M,4,5579,TRUE
6185,C,Ship,5,5,$266,5,low,F,9,4500,TRUE
6186,F,Ship,3,5,$157,2,medium,F,4,5991,TRUE
6187,D,Ship,4,1,$258,4,high,F,1,5476,TRUE
6188,F,Ship,4,2,$280,4,low,M,9,5288,FALSE
6189,A,Ship,4,4,$154,3,low,F,7,4106,FALSE
6190,B,Ship,4,4,$274,2,low,F,3,4257,TRUE
6191,C,Ship,4,5,$180,2,medium,F,1,4332,TRUE
6192,F,Ship,3,5,$146,3,medium,F,7,4126,TRUE
6193,D,Ship,3,4,$236,3,medium,M,1,5851,TRUE
6194,F,Ship,4,4,$133,4,high,F,10,5296,TRUE
6195,A,Ship,5,2,$173,4,high,F,9,4307,TRUE
6196,B,Ship,4,3,$210,3,low,M,9,5556,TRUE
6197,C,Ship,3,4,$238,2,medium,F,1,4991,FALSE
6198,F,Ship,4,2,$268,4,low,F,3,5275,TRUE
6199,D,Ship,3,5,$175,3,medium,F,8,5471,FALSE
6200,F,Ship,5,2,$280,4,low,M,8,4539,FALSE
6201,A,Ship,4,1,$153,2,low,F,1,4027,TRUE
6202,B,Ship,4,4,$251,2,medium,F,6,4376,TRUE
6203,C,Ship,4,2,$252,3,medium,M,8,4262,FALSE
6204,F,Ship,4,5,$201,8,medium,F,4,5472,FALSE
6205,D,Ship,5,4,$216,4,medium,F,8,5878,FALSE
6206,F,Ship,3,2,$126,10,low,M,3,4073,FALSE
6207,A,Ship,3,2,$177,4,low,F,3,4199,FALSE
6208,B,Ship,5,3,$145,3,medium,M,1,5783,FALSE
6209,C,Ship,5,3,$258,2,low,F,10,5371,FALSE
6210,F,Ship,4,3,$273,10,medium,M,6,4251,FALSE
6211,D,Ship,4,1,$245,3,low,F,5,4523,TRUE
6212,F,Ship,5,4,$241,2,medium,F,7,4413,TRUE
6213,A,Ship,4,1,$208,3,low,F,6,5345,FALSE
6214,B,Ship,6,5,$282,4,low,M,1,1193,FALSE
6215,C,Ship,6,5,$295,4,medium,M,1,1159,TRUE
6216,F,Ship,6,5,$255,4,low,F,9,1113,TRUE
6217,D,Ship,6,3,$292,4,low,F,8,1434,TRUE
6218,F,Ship,6,4,$244,4,low,M,1,1130,FALSE
6219,A,Ship,6,4,$306,4,low,F,8,1691,FALSE
6220,B,Ship,6,5,$258,4,low,M,5,1966,FALSE
6221,C,Ship,4,1,$265,6,low,F,2,1629,FALSE
6222,F,Ship,5,1,$227,5,low,M,6,1667,TRUE
6223,D,Ship,7,1,$276,4,low,F,9,1519,FALSE
6224,F,Ship,6,5,$244,4,medium,F,2,1980,TRUE
6225,A,Ship,4,2,$217,6,medium,F,3,1732,FALSE
6226,B,Ship,2,5,$211,3,low,M,3,1368,TRUE
6227,C,Ship,4,4,$227,5,low,M,8,1982,FALSE
6228,F,Ship,5,1,$249,4,medium,M,5,1027,FALSE
6229,D,Ship,6,2,$269,4,low,M,6,1073,TRUE
6230,F,Ship,6,3,$278,4,medium,M,4,1716,TRUE
6231,A,Ship,6,5,$282,4,medium,F,4,1013,TRUE
6232,B,Ship,6,1,$300,4,medium,F,2,1790,FALSE
6233,C,Ship,3,3,$146,3,medium,F,4,5384,TRUE
6234,F,Ship,3,4,$236,3,medium,F,5,5466,TRUE
6235,D,Ship,4,4,$133,4,high,F,7,5973,FALSE
6236,F,Ship,5,4,$173,4,high,F,8,5284,FALSE
6237,A,Ship,4,2,$210,3,low,F,9,4163,TRUE
6238,B,Ship,3,3,$238,2,medium,F,4,4206,TRUE
6239,C,Ship,4,4,$268,4,low,M,5,5647,TRUE
6240,F,Ship,3,4,$175,3,medium,M,10,4771,FALSE
6241,D,Ship,5,4,$280,4,low,M,10,5156,TRUE
6242,F,Ship,4,5,$153,2,low,M,1,4492,TRUE
6243,A,Ship,4,5,$251,2,medium,F,8,5232,TRUE
6244,B,Ship,4,2,$252,3,medium,M,2,5769,TRUE
6245,C,Ship,4,2,$201,8,medium,F,9,5146,TRUE
6246,F,Ship,5,5,$216,4,medium,F,1,4092,FALSE
6247,D,Ship,3,3,$126,10,low,M,10,4128,TRUE
6248,F,Ship,3,1,$177,4,low,F,6,5037,FALSE
6249,A,Ship,5,2,$145,3,medium,M,2,4836,TRUE
6250,B,Ship,5,4,$258,2,low,F,8,4200,TRUE
6251,C,Ship,4,3,$273,10,medium,F,8,4896,TRUE
6252,F,Ship,4,1,$245,3,low,M,2,5835,FALSE
6253,D,Ship,5,2,$241,2,medium,M,6,4741,TRUE
6254,F,Ship,4,1,$208,3,low,M,4,4530,FALSE
6255,A,Ship,6,1,$282,4,low,M,1,1434,TRUE
6256,B,Ship,6,5,$295,4,medium,M,5,1963,FALSE
6257,C,Ship,6,4,$255,4,low,M,7,1869,FALSE
6258,F,Ship,6,2,$292,4,low,F,2,1565,TRUE
6259,D,Ship,6,1,$244,4,low,M,5,1867,TRUE
6260,F,Ship,6,3,$306,4,low,M,10,1372,FALSE
6261,A,Ship,6,5,$258,4,low,M,5,1558,TRUE
6262,B,Ship,4,1,$265,6,low,F,9,1753,FALSE
6263,C,Ship,5,2,$227,5,low,F,3,1242,FALSE
6264,F,Ship,7,2,$276,4,low,M,9,1022,FALSE
6265,D,Ship,6,4,$244,4,medium,F,1,1179,FALSE
6266,F,Ship,4,4,$217,6,medium,M,9,1974,TRUE
6267,A,Ship,2,1,$211,3,low,M,6,1760,FALSE
6268,B,Ship,4,5,$227,5,low,F,2,1804,FALSE
6269,C,Ship,5,5,$249,4,medium,M,2,1727,FALSE
6270,F,Ship,7,4,$302,5,medium,M,7,1503,FALSE
6271,D,Ship,6,4,$293,6,low,F,7,1117,FALSE
6272,F,Ship,5,5,$232,3,low,M,4,1716,FALSE
6273,A,Ship,6,5,$279,4,low,M,7,1447,TRUE
6274,B,Ship,6,5,$251,4,low,F,8,1038,TRUE
6275,C,Ship,6,5,$300,5,low,M,1,1188,TRUE
6276,F,Road,7,5,$133,5,low,F,3,1544,FALSE
6277,D,Road,6,5,$283,4,low,M,2,1136,FALSE
6278,F,Road,7,5,$296,4,low,M,8,1686,FALSE
6279,A,Road,6,3,$261,4,medium,F,8,1397,FALSE
6280,B,Road,6,1,$286,4,low,F,3,1747,FALSE
6281,C,Road,6,3,$298,4,low,F,1,1657,TRUE
6282,F,Road,6,4,$287,4,medium,F,9,1936,FALSE
6283,D,Road,6,2,$251,4,medium,F,9,1322,FALSE
6284,F,Road,5,1,$231,5,low,M,10,1418,TRUE
6285,A,Road,5,2,$249,5,medium,M,6,1298,TRUE
6286,B,Road,5,3,$244,5,low,F,3,1174,TRUE
6287,C,Road,7,2,$264,4,medium,M,6,1688,TRUE
6288,F,Road,5,2,$254,5,medium,M,6,1002,TRUE
6289,D,Road,4,5,$264,6,low,M,6,1637,TRUE
6290,F,Road,6,5,$309,4,low,M,6,1463,FALSE
6291,A,Road,5,5,$298,4,low,M,8,1631,TRUE
6292,B,Road,5,5,$265,5,medium,F,8,1867,TRUE
6293,C,Road,6,1,$246,4,medium,M,4,1504,FALSE
6294,F,Road,5,2,$222,5,low,F,1,1672,TRUE
6295,D,Road,7,5,$250,4,low,F,2,1296,TRUE
6296,F,Road,4,3,$240,5,medium,F,5,1301,TRUE
6297,A,Road,4,3,$246,6,low,F,10,1176,TRUE
6298,B,Flight,6,1,$293,5,medium,F,7,1052,TRUE
6299,C,Flight,6,5,$253,4,medium,M,1,1977,TRUE
6300,F,Flight,5,5,$258,5,medium,M,7,1819,TRUE
6301,D,Flight,6,4,$258,4,low,F,2,1051,FALSE
6302,F,Flight,5,3,$245,5,medium,M,3,1851,TRUE
6303,A,Flight,7,2,$307,4,medium,M,2,1073,TRUE
6304,B,Flight,6,5,$301,4,low,F,3,1958,TRUE
6305,C,Flight,6,5,$252,4,low,F,2,1249,TRUE
6306,F,Flight,5,1,$272,6,medium,F,2,1681,FALSE
6307,D,Flight,5,3,$221,5,low,F,2,1630,FALSE
6308,F,Flight,5,3,$247,5,low,M,10,1699,FALSE
6309,A,Flight,7,5,$260,4,low,F,3,1930,FALSE
6310,B,Flight,5,5,$251,6,medium,M,4,1077,TRUE
6311,C,Flight,5,2,$227,5,medium,M,9,1917,TRUE
6312,F,Flight,6,5,$269,4,low,M,9,1826,TRUE
6313,D,Flight,6,2,$161,4,low,M,10,1683,TRUE
6314,F,Flight,4,4,$256,5,low,M,9,1622,FALSE
6315,A,Flight,5,1,$303,5,medium,F,9,1203,TRUE
6316,B,Flight,5,3,$257,5,medium,F,7,1565,FALSE
6317,C,Flight,7,3,$310,4,medium,F,8,1497,TRUE
6318,F,Flight,5,3,$238,5,medium,M,2,1150,FALSE
6319,D,Flight,6,3,$191,6,medium,F,2,4471,TRUE
6320,F,Ship,4,3,$252,3,medium,F,7,4852,TRUE
6321,A,Ship,5,5,$228,3,medium,F,8,4731,FALSE
6322,B,Ship,4,3,$208,2,medium,F,4,4767,FALSE
6323,C,Ship,3,3,$176,3,low,F,1,5168,TRUE
6324,F,Ship,3,1,$233,3,low,F,7,4874,TRUE
6325,D,Ship,5,5,$104,4,low,M,2,5235,TRUE
6326,F,Ship,3,4,$237,3,low,M,1,5980,TRUE
6327,A,Ship,2,5,$252,3,medium,M,7,5281,TRUE
6328,B,Ship,5,2,$135,3,medium,M,9,5173,TRUE
6329,C,Ship,5,5,$137,2,low,M,8,5111,FALSE
6330,F,Ship,4,3,$228,3,medium,F,1,5129,FALSE
6331,D,Ship,4,3,$236,4,medium,M,1,5783,FALSE
6332,F,Ship,3,4,$239,4,medium,F,8,4537,TRUE
6333,A,Ship,2,2,$199,3,low,M,1,4697,FALSE
6334,B,Ship,3,4,$269,2,medium,M,2,4177,TRUE
6335,C,Ship,2,2,$226,3,low,M,5,5875,TRUE
6336,F,Ship,3,1,$264,3,low,F,5,5043,TRUE
6337,D,Ship,5,4,$264,3,medium,M,10,4025,FALSE
6338,F,Ship,4,3,$186,3,low,M,2,4437,FALSE
6339,A,Ship,3,5,$154,3,high,F,2,4219,TRUE
6340,B,Ship,3,1,$239,2,medium,F,2,5757,FALSE
6341,C,Ship,3,5,$139,2,low,F,7,4449,FALSE
6342,F,Ship,5,4,$138,2,medium,F,8,5885,FALSE
6343,D,Ship,3,1,$286,4,medium,M,4,5106,TRUE
6344,F,Ship,4,3,$275,5,low,M,2,4622,FALSE
6345,A,Ship,4,5,$195,2,low,M,2,4008,FALSE
6346,B,Ship,3,4,$267,3,high,M,8,5337,FALSE
6347,C,Ship,4,3,$223,3,medium,F,7,5935,TRUE
6348,F,Ship,4,4,$198,2,low,M,6,5520,TRUE
6349,D,Ship,6,5,$250,2,low,F,7,4724,TRUE
6350,F,Ship,3,3,$237,4,low,F,8,5761,TRUE
6351,A,Ship,5,4,$193,3,medium,M,4,5873,TRUE
6352,B,Ship,5,2,$216,4,medium,F,9,5804,TRUE
6353,C,Ship,3,2,$253,2,medium,F,2,4567,TRUE
6354,F,Ship,3,1,$132,3,low,F,2,4785,TRUE
6355,D,Ship,5,4,$140,4,low,M,3,4018,TRUE
6356,F,Ship,2,4,$114,4,low,M,9,4452,FALSE
6357,A,Ship,3,5,$238,6,medium,M,8,5620,TRUE
6358,B,Ship,3,1,$210,2,low,M,9,5932,TRUE
6359,C,Ship,4,4,$272,4,medium,M,4,4363,FALSE
6360,F,Ship,4,5,$184,3,medium,F,9,5594,TRUE
6361,D,Ship,4,1,$168,2,low,M,3,4665,FALSE
6362,F,Ship,4,2,$231,5,low,M,7,4718,TRUE
6363,A,Ship,4,1,$143,2,medium,F,5,4057,TRUE
6364,B,Ship,4,2,$182,3,medium,M,9,5735,TRUE
6365,C,Ship,2,4,$221,3,low,F,3,4076,TRUE
6366,F,Ship,6,1,$225,6,low,M,8,5714,FALSE
6367,D,Ship,3,5,$227,3,high,M,9,4892,FALSE
6368,F,Ship,3,1,$266,3,low,M,5,5154,TRUE
6369,A,Ship,4,2,$247,4,high,F,9,4588,FALSE
6370,B,Ship,3,2,$154,3,medium,M,1,5322,FALSE
6371,C,Ship,5,3,$179,3,low,F,3,4131,TRUE
6372,F,Ship,3,3,$249,2,medium,M,9,4034,FALSE
